State,Date_of_Scraping,URL,News_type,News_Dates,News_Titles,News_Shorts
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,11 June 2020,Oleg Botsiev conveyed to the head of the Ministry of Foreign Affairs of Abkhazia an appeal from the Ministry of Foreign Affairs of the Republic of South Ossetia to the governments of foreign states on the occasion of the 100th anniversary of the Ossetian ,Oleg Botsiev conveyed an Appeal to the governments of foreign states in connection with the 100-th anniversary of the Ossetian genocide from the Ministry of Foreign Affairs of the Republic of South Ossetia to the Head of the Ministry of Foreign Affairs of Abkhazia
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,17 April 2020,Daur Cove held a meeting with Louise Winton,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia held a meeting with Louise Winton, the UNDP Resident Representative on April 17,2020."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,23 March 2020,Daur Kove congratulated Sergey Lavrov on the occasion of his anniversary,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Sergey Lavrov, the Minister of Foreign Affairs of the Russian Federation on the occasion of his 70-th birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,18 March 2020,Daur Kove met with the representatives of the World Health Organization,Daur Kove expressed concern on the current situation in the world related to the spread of coronavirus infection and also expressed hope for an early resolution of the problem.
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,5 March 2020,Daur Kove congratulated Alexey Dvinyanin on the occasion of his birthday,"﻿Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia congratulated Alexei Dvinyanin, the Ambassador Extraordinary and Plenipotentiary of the Russian Federation to the Republic of Abkhazia on the occasion of his birthday."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,3 March 2020,On the meeting with the representatives of the international non-governmental organizations,"The meeting of Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with the representatives of the international non-governmental organizations which carries out the activities in the territory of the Republic of Abkhazia was held at the Ministry of Foreign Affairs of Abkhazia on March 3,2020. "
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,21 January 2020,"On the meeting of Daur Kove with A. Rudenko, the Deputy Minister of Foreign Affairs of the Russian Federation ","The meeting of Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Andrey Rudenko, the Deputy Minister of Foreign Affairs of the Russian Federation was held at the Russian Foreign Ministry on January 21,2020."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,15 January 2020,Alexey Dvinyanin introduced the new Adviser-Envoy of the Embassy of the Russian Federation to the Republic of Abkhazia,"
	 Alexey Dvinyanin, the Ambassador of the Russian Federation to the Republic of Abkhazia introduced to Daur Kove, the Minister of Foreign Affairs Maxim Litvinov, the new Adviser-Envoy of the Embassy of the Russian Federation to the Republic of Abkhazia at the Ministry of Foreign Affairs of Abkhazia on January 15,2019.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,5 December 2019,Daur Kove met with Andrey Rudenko,"The meeting of Daur Kove, the the Minister of Foreign Affairs of the Republic of Abkhazia with Andrey Rudenko, the Deputy Minister of Foreign Affairs of the Russian Federation was held at the Russian Ministry of Foreign Affairs on December 5, 2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=2,Meetings of the Minister,5 December 2019,"The Abkhaz-Austrian Society established the ""Commission for the Support of International Contacts of the Republic of Abkhazia""","The Abkhaz-Austrian Society established the “Commission for the Support of International Contacts of the Republic of Abkhazia” on December 3, 2019. The commission is headed by the General Committee of the Abkhaz-Austrian Society.  The main objective of the Abkhaz-Austrian Society is to promote the dialogue between Abkhazia and Austria in the field of cultural and humanitarian cooperation as well as the development of international contacts of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,12 November 2019,On the meeting with the delegation from China,"The meeting of Daur Kove, the Minister of Foreign Affairs and the Delegation from the People's Republic of China was held at the Foreign Ministry of Abkhazia on November 12,2019. The delegation includes: Liu Ya Jun, the Vice - Chairman of the China-Asia Economic Development Association and Long WeiBo, the Director of the ShanXi Office, the Senior Engineer of China Unicom. The meeting was also attended by Dzhansukh Nanba, the Vice Prime Minister, Minister of Finance of the Republic of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,11 November 2019,Daur Kove held a meeting with Patrick Poppel,"The meeting between Daur Kove, the Minister of Foreign Affairs and Patrick Poppel, the Head of the Abkhaz-Austrian Society was held at the Foreign Ministry of Abkhazia on November 11,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,8 November 2019,Daur Kove met with the representatives of the ICRC Mission in the Republic of Abkhazia,"The meeting between Daur Kove, the Minister of Foreign Affairs and the representatives of the ICRC Mission in the Republic of Abkhazia was held at the Foreign Ministry of Abkhazia on November 8,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,7 November 2019,On the meeting with the Project Manager of the United Nations Development Program,"Daur Kove, the Abkhaz Foreign Minister met with Federica Dispenza, the Project Manager of the United Nations Development Program (UNDP) on November 7,2019. The meeting was also attended by Simon Agrba, the Project Specialist in the framework of the UNDP and Arthur Gaguliya, the Head of the Department of interaction with international organizations of the Foreign Ministry of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,4 November 2019,"Daur Kove gave an interview to Walter Mayr, the correspondent of «Der Spiegel» magazine","Daur Kove, the Minister of Foreign Affairs gave an interview to Walter Mayr, the correspondent of the German «Der Spiegel» magazine at the Abkhazian Foreign Ministry on November 4, 2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,4 November 2019,Daur Kove held a meeting with Alexander Vataman,"The meeting between Daur Kove, the Minister of Foreign Affairs and Alexander Vataman, the Plenipotentiary Representative of the Republic of Abkhazia to the Transdniestrian Moldavian Republic was held at the Ministry of Foreign Affairs of Abkhazia on November 4, 2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,27 October 2019,On the meeting at the Ministry of Foreign Affairs of the PMR,"
	The meeting of A.P. Stetsyuk, the Acting Minister of the PMR Foreign Minister with A.V. Vataman, the Plenipotentiary Representative of the Republic of Abkhazia in PMR was held at the Ministry of Foreign Affairs of the PMR on September 27, 2019.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,1 October 2019,"Daur Kove met with Wolfgang Matzke, the official representative of the CCI of the Republic of Abkhazia in Germany ","Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia met with Wolfgang Matzke, the official representative of the Chamber of Commerce and Industry of the Republic of Abkhazia in Germany as well as with David Noack, the journalist from such German publications as: «Junge Welt», «German Foreign Policy», «Neues Deutschland» on October 1,2019.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,30 September 2019,Daur Kove met with Andrei Rudenko,"
	The meeting of Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Andrei Rudenko, the Deputy Minister of Foreign Affairs of the Russian Federation was held on Monday, September 30,2019.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=3,Meetings of the Minister,27 September 2019,On the meeting at the Ministry of Foreign Affairs of the PMR,"
	The meeting of A.P. Stetsyuk, the Acting Minister of the PMR Foreign Minister with A.V. Vataman, the Plenipotentiary Representative of the Republic of Abkhazia in PMR was held at the Ministry of Foreign Affairs of the PMR on September 27, 2019.
"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,21 September 2019,Daur Kove met with Anatoly Bibilov,"The meeting of Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Anatoly Bibilov, the President of the Republic of South Ossetia was held in Tskhinval on September 21,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,23 August 2019,Alba Azucena Torres Mejia was appointed as the Ambassador of the Republic of Nicaragua to the Republic of Abkhazia,"The ceremony of presenting copies of credentials of Alba Azucena Torres Mejia, the Ambassador Extraordinary and Plenipotentiary of the Republic of Nicaragua to the Republic of Abkhazia to Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia was held at the Ministry of Foreign Affairs of Abkhazia on August 23,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,29 July 2019,The Foreign Minister of Abkhazia met with representatives of international organizations,"On July 29, Daur Kove, Foreign Minister met with representatives of international organizations working in the Republic of Abkhazia.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,23 July 2019,Daur Kove congratulated Masis Mayilyan on the foundation day of the Ministry of Foreign Affairs of the Republic of Artsakh,"Daur Kove, Minister of Foreign Affairs of the Republic of Abkhazia congratulated Masis Mayilian on the occasion of the foundation of the Ministry of Foreign Affairs."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,17 July 2019,Meeting with UNHCR and DRC representatives,"Daur Kove, the Ministry of Foreign Affairs of the Republic of Abkhazia met with Ardzun Shresth, the head of the UNHCR office in Abkhazia and Blerim Muhaksheri, the head of the Danish Refugee Council in Abkhazia. "
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,24 April 2019,Meeting with UN Permanent Coordinator Louise Vinton,"On April 24, Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia, met with the UN Permanent Coordinator, UNDP Permanent Representative Louise Vinton and Peace and Oleg Protsik, Development Adviser in the South Caucasus."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,1 April 2019,The meeting was held between the heads of the Foreign Ministries of Abkhazia and Russia,"The meeting of Kove D.V. and Lavrov S.V., the Ministers of Foreign Affairs of the Republic of Abkhazia and the Russian Federation was held on April 1,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,27 March 2019,The Abkhaz Foreign Minister had received the UNHCR representatives ,"Daur Kove, the Minister of Foreign Affairs met with a the UNHCR delegation at the Foreign Ministry of Abkhazia on March 27,2019. The delegation includes Pascal Moreau, the Director of the European Bureau, UNHCR; Francois Renault, the head of the European Bureau of the UNHCR; Johannes Van der Klaauw, the regional representative of the UNHCR in the South Caucasus; Yoko Akasaka, the deputy regional representative of the UNHCR in the South Caucasus."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,15 February 2019,Daur Kove took part in the plenary session of the Russian Investment Forum 2019 in Sochi,"Daur Kove, the Foreign Minister took part in the plenary session of the 2019 Russian Investment Forum ""Success Factors: Ideas, Personnel, Competences"" as the part of the delegation of the Republic of Abkhazia headed by Jansukh Nanba, the Deputy Prime Minister and Finance Minister which was held in Sochi on February 14,2019."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=4,Meetings of the Minister,26 December 2018,On the meeting of Daur Kove with Harry Kupalba,"The meeting of Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Harry Kupalba, the Head of the Official Representative Office of the Pridnestrovian Moldavian Republic in the Republic of Abkhazia took place on December 25,2018."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,28 November 2018,"On the meeting of Daur Kove with Ryu Hyon Chol, the President of the DPRK Chamber of Commerce ","Daur Kove, the Foreign Minister met with Ryu Hyon Chol, the President of the DPRK Chamber of Commerce of the Republic of South Korea at the Abkhaz Foreign Ministry on November 28,2018. "
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,4 October 2018,"On the meeting of Daura Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Dmitry Medoev, the Minister of Foreign Affairs of the Republic of South Ossetia","Daur Kove, the Foreign Minister of the Republic of Abkhazia met with Dmitry Medoev, the Minister of Foreign Affairs of the Republic of South Ossetia at the Foreign Ministry of Abkhazia on October 3, 2018. The meeting was also attended by Vissarion Aplia, the head of the Abkhaz Orthodox Church."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,12 April 2018,"Daur Kove met with Vladimir Nekrasov, the Trade Representative of Russia in Abkhazia.","Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia met with Vladimir Nekrasov, the Trade Representative of the Russian Federation in the Republic of Abkhazia in the Ministry of Foreign Affairs of the Republic of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,27 February 2018,On a meeting with Niels Scott,"The meeting between Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia and Niels Scott, the Permanent Coordinator of the United Nations Development Program (UNDP) was held at the Foreign Ministry of Abkhazia on February 27,2018."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,1 December 2017,On the meeting with Nilson Scott,"The meeting of Daur Kove , the Minister of Foreign Affairs of the Republic of Abkhazia with Nilson Scott, the Permanent Coordinator of the United Nations Development Program (UNDP) was held on December 1,2017."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,12 November 2017,"Daur Kove, the Minister of Foreign Affairs met the President of Nauru on the Abkhaz-Russian border.","Baron Divavesi Waqa, the President of Nauru arrived at Abkhazia on a working visit on 12 November."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,20 October 2017,"On the meeting of Daur Kove with Nicolas Dupont-Enjanom, the Deputy of the National Assembly of France.","The meeting between Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia with Nicolas Dupont-Enjanom, the Deputy of the National Assembly of France, leader of the party ""Get up, France"" hosted in the building of the National Assembly of France, Paris on 17 October, 2017."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,20 October 2017,"On the meeting with Johannes van der Klaauw, the regional representative of the UNHCR UN in the south Caucasus.","On the meeting with Johannes van der Klaauw, the regional representative of the UNHCR UN in the South Caucasus. The meeting of Daur Kove, the Minister for the Foreign Affairs of the Republic of Abkhazia with Johannes van der Klaaw, the regional representative of the UNHCR UN in the South Caucasus was held on 20 October."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,4 September 2017,Daur Kove met with Garry Kupalba.,"Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia met with Garry Kupalba, the Official Representative of the Pridnestrovian Moldavian Republic."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=5,Meetings of the Minister,25 August 2017,"Daur Kove met with Nils Scott, the Permanent Coordinator of the United Nations Development Program (UNDP)","Daur Kove met with Niels Scott, the permanent coordinator of the United Nations Development Program (UNDP) in the Ministry of Foreign Affairs of Abkhazia today. The meeting was also attended by Georgi Dumava, the Assistant of Foreign Minister of Abkhazia, Artur Gagulia, the Head of the Department for Interaction with International Organizations as well as Kurtmolla Abdulganiev, the Head of UNDP Program Office in the Republic of Abkhazia and Ann Sophie Hellgren, the Special Assistant to the UN Resident Coordinator."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,26 July 2017,"On the meeting with the delegation of the non-governmental organization ""Kuban"" from Jordan.","Daur Kove, the Minister of Foreign Affairs of the Republic of Abkhazia met with the delegation of the non-governmental organization ""Kuban"" from Jordan in the Ministry of Foreign Affairs of Abkhazia."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,20 March 2017,Daur Kove met with Johannes van der Klaauw,"On March 20, the Foreign Ministry of Abkhazia hosted a meeting between the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove and the UNHCR regional representative in the South Caucasus, Johannes van der Klaauw. The meeting was also attended by the Deputy Foreign Minister Kan Taniya, head of the Department for interaction with International organizations Arthur Gagulia and head of the UNHCR Office in Abkhazia Aziz Rahjo."
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,3 March 2017,Daur Kove met Vladimir Avidzba and Inar Gitsba,"On the occasion of the 23rd anniversary of the Plenipotentiary Representative office of the Republic of Abkhazia in the Republic of Turkey, the Ministry of Foreign Affairs of Abkhazia invited the Ambassador Extraordinary and Plenipotentiary of the Republic of Abkhazia, the first Plenipotentiary representative of the Republic of Abkhazia in Turkish Republic Vladimir Avidzba, as well as the current Plenipotentiary representative of Abkhazia in Turkey Inar Gitsba.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,20 February 2017,On the meeting with the Anti Turunen and Hailu Mamo,"The Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove met with Co-chairman of the Geneva discussions from the UN Anti Turunen and Senior Political Adviser to the UN Special Representative to the Geneva discussions Hailu Mamo. The meeting was also attended by the Deputy Minister of Foreign Affairs Kan Tania.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,16 February 2017,"On February 15 at the Permanent Representative office of the Republic of Abkhazia in Germany was held a round table ""Abkhazia and Europe: rapprochement"", organized by the Plenipotentiary Representative of the Republic of Abkhazia Khibla Amichba with the p","On February 15 at the Permanent Representative office of the Republic of Abkhazia in Germany was held a round table ""Abkhazia and Europe: rapprochement"", organized by the Plenipotentiary Representative of the Republic of Abkhazia Khibla Amichba with the participation of deputy of the German Bundestag Christian Haase (CDU party).

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,15 February 2017,Daur Kove met with the Deputy Foreign Minister of Russia Grigory Karasin,"The Ministry of Foreign Affairs of the Russian Federation hosted a meeting between the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove and the State Secretary, Deputy Minister of Foreign Affairs of the Russian Federation Grigory Karasin.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,14 February 2017,Daur Kove held a meeting with the Ambassador of the Republic of Abkhazia to the Russian Federation Igor Akhba,"During a working visit to Moscow, the Foreign Minister Daur Kove visited the Embassy of the Republic of Abkhazia to the Russian Federation.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,25 January 2017,"Daur Kove met with the UNHCR Regional Representative for the South Caucasus, Johannes van der Klaauw","On 25 January, the Foreign Ministry of Abkhazia hosted a meeting between the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove and the UNHCR Regional Representative for the South Caucasus, Johannes Van Der Klaauw. The meeting was also attended by the Deputy Minister of Foreign Affairs of the Republic of Abkhazia Kan Tania, head of the Department for Interaction with International Organizations Artur Gaguliya and head of the UNHCR office in Abkhazia Aziz Rahdzho.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,23 December 2016,"Daur Kove attended the opening of the photo exhibition ""Orthodox Abkhazia""","At the Sukhum Theological School at the Cathedral was held the opening of the photo exhibition ""Orthodox Abkhazia"". The exhibition was organized by the Abkhazian Orthodox Church Foundation, St. John Chrysostom and information photo agency ""Abhazpress ART"".

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=6,Meetings of the Minister,22 December 2016,The Foreign Minister of Abkhazia Daur Kove held a meeting with representatives of the Council of Young Diplomats,"The event was attended by the Chairman of the Board - desk officer at the Department of Europe, the United States and Canada of the MFA of Abkhazia Astanda Pataraya, Vice-Chairmen - desk officers at the Department of Latin America, Asia, Africa and the Asia-Pacific of the MFA of Abkhazia Inar Ladariya and Victoria Malania.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,18 November 2016,"International Roundtable ""Close and distant Syria""","International Roundtable "" Close and distant Syria"" was organized by the Center for Strategic Studies under the President of the Republic of Abkhazia in the conference hall of the hotel ""Atrium Victoria"".

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,11 November 2016,The Foreign Minister of Abkhazia held a meeting with representatives of the group of participants of the Geneva International Discussions on Security and Stability in Transcaucasia from the European Union,"On November 10, the Ministry of Foreign Affairs of the Republic of Abkhazia hosted a regular meeting with the representatives of a group of participants of the International Geneva Discussions on Security and Stability in Transcaucasia from the European Union Bjorn Kuene and Martha Freeman.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,10 November 2016,Daur Kove met with Co-chairman of the Geneva discussions Anti Turunen and Senior Political Adviser to the UN Special Representative to the Geneva discussions Hailu Mamo,"On November 10, the Abkhaz Foreign Ministry hosted a working meeting between the Minister of Foreign Affairs of the Republic of Abkhazia Daur Kove with the Co-chairman of the Geneva discussions on security and stability in Transcaucasia from the UN Anti Turunen and Senior Political Adviser to the UN Special Representative to the Geneva discussions Hailu Mamo.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,3 November 2016,On the meeting of the Minister of Foreign Affairs of the Republic Abkhazia Daur Kove with the Ambassador Extraordinary and Plenipotentiary of the Syrian Arab Republic to the Russian Federation Riad Haddad,"The Embassy of the Syrian Arab Republic to the Russian Federation hosted a meeting of the Minister of Foreign Affairs of the Republic of Abkhazia with the Ambassador Extraordinary and Plenipotentiary of the Syrian Arab Republic to the Russian Federation Riad Haddad.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,3 November 2016,On the meeting of the Minister of Foreign Affairs of the Republic Abkhazia Daur Kove with the Minister of Foreign Affairs of the Russian Federation Sergey Lavrov,"The meeting between the Heads of Foreign Ministries of Abkhazia and Russia Daur Kove and Sergey Lavrov was held in Moscow, in which was discussed a wide range of issues of cooperation between two countries.

"
Abkhazia,2021-05-26,http://mfaapsny.org/en/allnews/news/visits/?PAGEN_1=7,Meetings of the Minister,2 November 2016,The delegation of the Ministry of Foreign Affairs of Abkhazia arrived in Moscow,"Abkhazian Foreign Ministry delegation led by the Minister of Foreign Affairs of Abkhazia Daur Kove, arrived in Moscow for a working visit.

"
